,X,unique.ID,Family,New.Genus,New.Species,TPL.name,Site,Block,Plot,Indiv.ID,Stem.ID,Age.class,Dead.19,Diam.18,date.18,hght.18,hght.19,Abn.18,Load.18,Prev.18,Load.19,Prev.19,note,Diam.19,date.19,Diam,Cut,treatment.perc.cut,date.23,scribe.23,diam.23,dead.23,coi.23,prev.23,canopy.liana.23,stems24.23,stems46.23,stems68.23,stems810.23,stems10pl.23,total.stems.23,notes.23,leaning.23,multistem.23,alt.pom.23,broken.23,retag.no.23,notes.to.rw,remove_rgr,why_remove,timber_spp,pre_liana_presence,post_liana_presence
2916,2869,2024a,Euphorbiaceae,Koilodepas,longifolium,Koilodepas longifolium,Site4,Block17,Plot17e,2024,a,juvenile,0,1.6,01/10/2018,NA,NA,NA,NA,1,NA,1,,NA,NA,1.6,0,0,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,1,NA
2917,2870,2025a,Myrtaceae,Syzygium,claviflorum,Syzygium claviflorum,Site4,Block17,Plot17e,2025,a,juvenile,0,1.33,01/10/2018,NA,NA,NA,NA,1,NA,1,,NA,NA,1.33,0,0,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,1,NA
2918,2871,2026a,,NA,NA,NA,Site4,Block17,Plot17e,2026,a,juvenile,0,6.5,01/10/2018,NA,NA,NA,NA,1,NA,1,,NA,NA,6.5,0,0,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,1,NA
2919,2872,2027a,Moraceae,Ficus,uncinata,Ficus uncinata,Site4,Block17,Plot17e,2027,a,juvenile,0,1.3,01/10/2018,NA,NA,NA,NA,0,NA,0,,NA,NA,1.3,0,0,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,NA
2920,2873,2028a,Lauraceae,Litsea,fulva,Litsea fulva,Site4,Block17,Plot17e,2028,a,juvenile,0,1.84,01/10/2018,NA,NA,NA,NA,0,NA,0,,NA,NA,1.84,0,0,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,NA
2921,2874,2029a,,Syzygium,sp,Syzygium sp,Site4,Block17,Plot17e,2029,a,juvenile,0,4.88,01/10/2018,NA,NA,NA,NA,1,NA,1,,NA,NA,4.88,0,0,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,1,NA
2922,2875,202a,Euphorbiaceae,Mallotus,wrayi,Mallotus wrayi,Site4,Block20,Plot20e,202,a,juvenile,0,3.6,01/10/2018,NA,NA,NA,NA,1,NA,1,,NA,NA,3.6,1,60,30/06/2023,Unknown,3.56,1,NA,0,NA,0,0,0,0,0,0,,0,0,0,0,NA,,1,dead,0,1,NA
2923,2876,2030a,Dipterocarpaceae,Shorea,agami,Shorea agami,Site4,Block17,Plot17e,2030,a,juvenile,0,1.95,01/10/2018,NA,NA,NA,NA,0,NA,0,,NA,NA,1.95,0,0,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,1,0,NA
2924,2877,2031a,Lecythidaceae,Barringtonia,macrostachya,Barringtonia macrostachya,Site4,Block17,Plot17e,2031,a,juvenile,0,2.85,01/10/2018,NA,NA,NA,NA,1,NA,1,,NA,NA,2.85,0,0,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,1,NA
2925,2878,2031b,Lecythidaceae,Barringtonia,macrostachya,Barringtonia macrostachya,Site4,Block17,Plot17e,2031,b,juvenile,NA,1.9,01/10/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,0,0,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,NA
2926,2879,2032a,,NA,NA,NA,Site4,Block17,Plot17e,2032,a,juvenile,0,7.9,01/10/2018,NA,NA,NA,NA,1,NA,0,,NA,NA,7.9,0,0,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,1,NA
2927,2880,2033a,,Saurauia,sp,Saurauia sp,Site4,Block17,Plot17e,2033,a,juvenile,0,1.1,01/10/2018,NA,NA,NA,NA,0,NA,0,,NA,NA,1.1,0,0,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,NA
2928,2881,2034a,Euphorbiaceae,Mallotus,peltatus,Mallotus peltatus,Site4,Block17,Plot17e,2034,a,juvenile,0,3.52,01/10/2018,NA,NA,NA,NA,1,NA,1,,NA,NA,3.52,0,0,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,1,NA
2929,2882,2035a,,NA,NA,NA,Site4,Block17,Plot17e,2035,a,juvenile,0,3.73,01/10/2018,NA,NA,NA,NA,0,NA,0,,NA,NA,3.73,0,0,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,NA
2930,2883,2036a,Lauraceae,Litsea,fulva,Litsea fulva,Site4,Block17,Plot17e,2036,a,juvenile,0,1.3,01/10/2018,NA,NA,NA,NA,1,NA,1,,NA,NA,1.3,0,0,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,1,NA
2931,2884,2037a,Lauraceae,Litsea,fulva,Litsea fulva,Site4,Block17,Plot17e,2037,a,juvenile,0,1.92,01/10/2018,NA,NA,NA,NA,1,NA,1,,NA,NA,1.92,0,0,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,1,NA
2932,2885,2037b,Lauraceae,Litsea,fulva,Litsea fulva,Site4,Block17,Plot17e,2037,b,juvenile,NA,1.47,01/10/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47,0,0,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,NA
2933,2886,2037c,Lauraceae,Litsea,fulva,Litsea fulva,Site4,Block17,Plot17e,2037,c,juvenile,NA,1.42,01/10/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42,0,0,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,NA
2934,2887,2038a,Euphorbiaceae,Koilodepas,longifolium,Koilodepas longifolium,Site4,Block17,Plot17e,2038,a,juvenile,0,2.54,01/10/2018,NA,NA,NA,NA,0,NA,0,,NA,NA,2.54,0,0,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,NA
2935,2888,2039a,Leguminosae,Fordia,brachybotrys,Fordia brachybotrys,Site4,Block17,Plot17e,2039,a,juvenile,0,1.36,01/10/2018,NA,NA,NA,NA,0,NA,0,,NA,NA,1.36,0,0,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,NA
2936,2889,203a,Ebenaceae,Diospyros,pilosanthera,Diospyros pilosanthera,Site4,Block20,Plot20e,203,a,juvenile,0,1.1,01/10/2018,NA,NA,NA,NA,0,NA,0,,NA,NA,1.1,1,60,30/06/2023,Unknown,1.31,0,NA,0,NA,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,0,NA
2937,2890,2040a,Euphorbiaceae,Mallotus,peltatus,Mallotus peltatus,Site4,Block17,Plot17e,2040,a,juvenile,0,6.6,01/10/2018,NA,NA,NA,NA,1,NA,1,,NA,NA,6.6,0,0,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,1,NA
2938,2891,2041a,Gentianaceae,Fagraea,volubilis,Fagraea volubilis,Site4,Block17,Plot17e,2041,a,juvenile,0,2.84,01/10/2018,NA,NA,NA,NA,1,NA,1,,NA,NA,2.84,0,0,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,1,NA
2939,2892,2042a,,NA,NA,NA,Site4,Block17,Plot17e,2042,a,juvenile,0,1.62,01/10/2018,NA,NA,NA,NA,0,NA,1,,NA,NA,1.62,0,0,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,1,NA
2940,2893,2043a,Euphorbiaceae,Mallotus,wrayi,Mallotus wrayi,Site4,Block17,Plot17e,2043,a,juvenile,0,3.97,01/10/2018,NA,NA,NA,NA,1,NA,1,,NA,NA,3.97,0,0,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,1,NA
2941,2894,2044a,,Saurauia,sp,Saurauia sp,Site4,Block17,Plot17e,2044,a,juvenile,0,2.8,01/10/2018,NA,NA,NA,NA,1,NA,1,,NA,NA,2.8,0,0,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,1,NA
2942,2895,2045a,Cannabaceae,Gironniera,nervosa,Gironniera nervosa,Site4,Block17,Plot17e,2045,a,juvenile,0,2.53,01/10/2018,NA,NA,NA,NA,1,NA,1,leaning,NA,NA,2.53,0,0,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,1,NA
2943,2896,2046a,Cannabaceae,Gironniera,nervosa,Gironniera nervosa,Site4,Block17,Plot17e,2046,a,juvenile,0,1.17,01/10/2018,NA,NA,NA,NA,1,NA,1,,NA,NA,1.17,0,0,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,1,NA
2944,2897,2047a,Euphorbiaceae,Koilodepas,longifolium,Koilodepas longifolium,Site4,Block17,Plot17e,2047,a,sappling,0,NA,01/10/2018,207,206,NA,NA,0,NA,0,,19.54840147,NA,19.54840147,0,0,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,NA
2945,2898,2048a,,liana,NA,liana,Site4,Block17,Plot17e,2048,a,sappling,0,NA,01/10/2018,186,NA,NA,NA,0,NA,NA,,NA,NA,NA,0,0,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,NA
2946,2899,2049a,,NA,NA,NA,Site4,Block17,Plot17e,2049,a,sappling,0,NA,01/10/2018,92,95,NA,NA,0,NA,0,,17.74823935,NA,17.74823935,0,0,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,NA
2947,2900,204a,Dipterocarpaceae,Dryobalanops,lanceolata,Dryobalanops lanceolata,Site4,Block20,Plot20e,204,a,juvenile,0,3.88,01/10/2018,NA,NA,NA,NA,1,NA,1,,NA,NA,3.88,1,60,30/06/2023,Unknown,4.140652123,1,NA,1,NA,0,0,0,0,0,0,non cylindrical,0,0,0,0,NA,,1,dead,1,1,1
2948,2901,2050a,,Litsea,sp,Litsea sp,Site4,Block17,Plot17e,2050,a,sappling,0,NA,01/10/2018,83,82,NA,NA,0,NA,0,,10.98863049,NA,10.98863049,0,0,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,NA
2949,2902,2051a,Cannabaceae,Gironniera,nervosa,Gironniera nervosa,Site4,Block17,Plot17e,2051,a,sappling,0,NA,01/10/2018,91,110,NA,NA,0,NA,0,,7.34982993,NA,7.34982993,0,0,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,NA
2950,2903,2052a,Euphorbiaceae,Mallotus,wrayi,Mallotus wrayi,Site4,Block17,Plot17e,2052,a,sappling,0,NA,01/10/2018,66,67,NA,NA,0,NA,0,,7.399324293,NA,7.399324293,0,0,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,NA
2951,2904,2053a,Cannabaceae,Gironniera,nervosa,Gironniera nervosa,Site4,Block17,Plot17e,2053,a,sappling,0,NA,01/10/2018,71,80,NA,NA,0,NA,0,,7.697402159,NA,7.697402159,0,0,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,NA
2952,2905,2054a,,NA,NA,NA,Site4,Block17,Plot17e,2054,a,sappling,0,NA,01/10/2018,225,NA,NA,NA,0,NA,NA,,NA,NA,NA,0,0,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,NA
2953,2906,2055a,,NA,NA,NA,Site4,Block17,Plot17e,2055,a,sappling,1,NA,01/10/2018,70,NA,NA,NA,0,NA,NA,,NA,NA,NA,0,0,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,NA
2954,2907,2056a,,Saurauia,sp,Saurauia sp,Site4,Block17,Plot17e,2056,a,sappling,0,NA,01/10/2018,53,58,NA,NA,0,NA,0,,6.545227269,NA,6.545227269,0,0,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,NA
2955,2908,2057a,,Saurauia,sp,Saurauia sp,Site4,Block17,Plot17e,2057,a,sappling,0,NA,01/10/2018,95,106,NA,NA,0,NA,0,,10.14987685,NA,10.14987685,0,0,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,NA
2956,2909,2058a,Moraceae,Ficus,uncinata,Ficus uncinata,Site4,Block17,Plot17e,2058,a,sappling,0,NA,01/10/2018,186,221,NA,NA,0,NA,0,,19.29766825,NA,19.29766825,0,0,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,NA
2957,2910,2059a,,Syzygium,sp,Syzygium sp,Site4,Block17,Plot17e,2059,a,sappling,0,NA,01/10/2018,66,62,NA,NA,0,NA,0,,8.849858756,NA,8.849858756,0,0,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,NA
2958,2911,205a,Annonaceae,Anaxagorea,javanica,Anaxagorea javanica,Site4,Block20,Plot20e,205,a,juvenile,0,1.26,01/10/2018,NA,NA,NA,NA,1,NA,1,,NA,NA,1.26,1,60,30/06/2023,Unknown,1.35,1,NA,1,NA,0,0,0,0,0,0,,0,0,0,0,NA,,1,dead,0,1,1
2959,2912,2060a,,Syzygium,sp,Syzygium sp,Site4,Block17,Plot17e,2060,a,sappling,0,NA,01/10/2018,66,74,NA,NA,1,NA,0,,6.399218702,NA,6.399218702,0,0,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,1,NA
2960,2913,2061a,,Syzygium,sp,Syzygium sp,Site4,Block17,Plot17e,2061,a,sappling,0,NA,01/10/2018,182,182,NA,NA,1,NA,0,,15.59487095,NA,15.59487095,0,0,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,1,NA
2961,2914,2062a,Rubiaceae,Urophyllum,griffithianum,Urophyllum griffithianum,Site4,Block17,Plot17e,2062,a,seedling,0,NA,01/10/2018,21,23,NA,NA,0,NA,0,,3.440930107,NA,3.440930107,0,0,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,NA
2962,2915,2063a,,NA,NA,NA,Site4,Block17,Plot17a,2063,a,adult,0,18.3,01/10/2018,NA,NA,1,1,1,1,1,alternative POM / abnormality,NA,NA,18.3,0,0,07/07/2023,WG,19,0,NA,NA,NA,1,0,0,0,0,1,,0,0,1,0,NA,,1,alt pom,0,1,1
2963,2916,2064a,Burseraceae,Canarium,denticulatum,Canarium denticulatum,Site4,Block17,Plot17a,2064,a,adult,0,11.1,01/10/2018,NA,NA,2,1,1,1,1,,NA,NA,11.1,0,0,07/07/2023,WG,11.2,0,NA,NA,NA,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,1,NA
2964,2917,2065a,,NA,NA,NA,Site4,Block17,Plot17a,2065,a,adult,0,10.9,01/10/2018,NA,NA,1,1,1,1,1,,NA,NA,10.9,0,0,07/07/2023,WG,12.9,0,NA,NA,NA,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,1,NA
2965,2918,2066a,Dipterocarpaceae,Vatica,dulitensis,Vatica dulitensis,Site4,Block17,Plot17a,2066,a,adult,0,18.7,01/10/2018,NA,NA,4,3,1,1,1,,NA,NA,18.7,0,0,07/07/2023,WG,19.9,0,NA,NA,NA,0,0,0,0,0,0,,0,0,0,0,NA,,0,,1,1,NA
2966,2919,2067a,Dipterocarpaceae,Vatica,dulitensis,Vatica dulitensis,Site4,Block17,Plot17a,2067,a,adult,0,12.9,01/10/2018,NA,NA,3,3,1,2,1,,NA,NA,12.9,0,0,07/07/2023,WG,13,0,NA,NA,NA,1,0,0,0,0,1,,0,0,0,0,NA,,0,,1,1,1
2967,2920,2068a,Fagaceae,Lithocarpus,leptogyne,Lithocarpus leptogyne,Site4,Block17,Plot17a,2068,a,adult,0,10.3,01/10/2018,NA,NA,0,0,0,1,1,leaning,NA,NA,10.3,0,0,07/07/2023,WG,16.6,0,NA,NA,NA,0,0,0,0,0,0,,1,0,0,0,NA,,0,,0,1,NA
2968,2921,2069a,,NA,NA,NA,Site4,Block17,Plot17a,2069,a,adult,0,14.6,01/10/2018,NA,NA,0,0,0,1,1,,NA,NA,14.6,0,0,07/07/2023,WG,16.1,0,NA,NA,NA,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,1,NA
2969,2922,206a,,Calophyllum,sp,Calophyllum sp,Site4,Block20,Plot20e,206,a,juvenile,0,2.16,01/10/2018,NA,NA,NA,NA,0,NA,0,,NA,NA,2.16,1,60,30/06/2023,Unknown,2.427035228,0,NA,0,NA,0,0,0,0,0,0,non cylindrical,0,0,0,0,NA,,0,,0,0,NA
2970,2923,2070a,Clusiaceae,Garcinia,mangostana,Garcinia mangostana,Site4,Block17,Plot17a,2070,a,adult,0,10.2,01/10/2018,NA,NA,0,0,0,1,1,,NA,NA,10.2,0,0,07/07/2023,WG,10.7,0,NA,NA,NA,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,1,NA
2971,2924,2071a,,Barringtonia,sp,Barringtonia sp,Site4,Block17,Plot17a,2071,a,adult,0,18.8,01/10/2018,NA,NA,0,0,0,0,0,,NA,NA,18.8,0,0,07/07/2023,WG,18.7,0,NA,NA,NA,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,0,NA
2972,2925,2072a,Dipterocarpaceae,Vatica,dulitensis,Vatica dulitensis,Site4,Block17,Plot17a,2072,a,adult,0,10.4,01/10/2018,NA,NA,1,2,1,1,1,,NA,NA,10.4,0,0,07/07/2023,WG,18.4,0,NA,NA,NA,0,0,0,0,0,0,,0,0,0,0,NA,,0,,1,1,NA
2973,2926,2073a,Cornaceae,Alangium,javanicum,Alangium javanicum,Site4,Block17,Plot17a,2073,a,adult,0,12,01/10/2018,NA,NA,0,0,0,0,0,,NA,NA,12,0,0,07/07/2023,WG,12.9,0,NA,NA,NA,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,0,NA
2974,2927,2074a,,Mallotus,sp,Mallotus sp,Site4,Block17,Plot17a,2074,a,adult,0,10.1,01/10/2018,NA,NA,2,1,1,2,1,leaning,NA,NA,10.1,0,0,07/07/2023,WG,10.4,0,NA,NA,NA,0,0,0,0,0,0,ants,0,0,0,0,NA,,0,,0,1,NA
2975,2928,2075a,,NA,NA,NA,Site4,Block17,Plot17a,2075,a,adult,0,17.2,01/10/2018,NA,NA,3,2,1,1,1,,NA,NA,17.2,0,0,07/07/2023,WG,26.2,0,NA,NA,NA,2,0,0,0,0,2,embedded liana,0,0,0,0,NA,,1,alt pom,0,1,1
2976,2929,2076a,,Litsea,sp,Litsea sp,Site4,Block17,Plot17a,2076,a,adult,0,13.7,01/10/2018,NA,NA,2,1,1,1,1,,NA,NA,13.7,0,0,07/07/2023,WG,14.5,0,NA,NA,NA,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,1,NA
2977,2930,2077a,Lauraceae,Eusideroxylon,zwageri,Eusideroxylon zwageri,Site4,Block17,Plot17a,2077,a,adult,0,11.3,01/10/2018,NA,NA,1,1,1,1,1,,NA,NA,11.3,0,0,07/07/2023,WG,13.1,0,NA,NA,NA,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,1,NA
2978,2931,2078a,Dipterocarpaceae,Dipterocarpus,caudiferus,Dipterocarpus caudiferus,Site4,Block17,Plot17a,2078,a,adult,0,17.7,01/10/2018,NA,NA,4,2,1,1,1,,NA,NA,17.7,0,0,07/07/2023,WG,17.9,0,NA,NA,NA,2,0,0,0,0,2,,0,0,0,0,NA,,0,,1,1,1
2979,2932,2079a,Dipterocarpaceae,Shorea,agami,Shorea agami,Site4,Block17,Plot17a,2079,a,adult,0,11.1,01/10/2018,NA,NA,3,3,1,3,1,,NA,NA,11.1,0,0,07/07/2023,WG,11.6,0,NA,NA,NA,0,0,0,0,0,0,,0,0,0,0,NA,,0,,1,1,NA
2980,2933,207a,Annonaceae,Anaxagorea,javanica,Anaxagorea javanica,Site4,Block20,Plot20e,207,a,juvenile,0,4.51,01/10/2018,NA,NA,NA,NA,1,NA,1,,NA,NA,4.51,1,60,30/06/2023,Unknown,4.5,0,NA,1,NA,1,0,0,0,0,1,,0,0,0,0,NA,,0,,0,1,1
2981,2934,2080a,Dipterocarpaceae,Vatica,dulitensis,Vatica dulitensis,Site4,Block17,Plot17a,2080,a,adult,0,15.9,01/10/2018,NA,NA,2,3,1,2,1,,NA,NA,15.9,0,0,07/07/2023,WG,16.5,0,NA,NA,NA,0,0,0,0,0,0,,0,0,0,0,NA,,0,,1,1,NA
2982,2935,2081a,Fagaceae,Lithocarpus,leptogyne,Lithocarpus leptogyne,Site4,Block17,Plot17a,2081,a,adult,0,17.2,01/10/2018,NA,NA,0,0,0,0,0,irregular trunk / abnormality / alternative POM,NA,NA,17.2,0,0,07/07/2023,WG,18.8,0,NA,NA,NA,0,0,0,0,0,0,abnormal,0,0,1,0,NA,,1,alt pom,0,0,NA
2983,2936,2082a,,NA,NA,NA,Site4,Block17,Plot17a,2082,a,adult,0,NA,01/10/2018,NA,NA,9,1,1,2,1,,101.5,NA,101.5,0,0,07/07/2023,WG,97.4,0,NA,NA,NA,2,0,3,2,1,8,,0,0,0,0,NA,,0,,0,1,1
2984,2937,2083a,,NA,NA,NA,Site4,Block17,Plot17a,2083,a,adult,0,11.4,01/10/2018,NA,NA,0,0,0,0,0,,NA,NA,11.4,0,0,07/07/2023,WG,11.8,0,NA,NA,NA,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,0,NA
2985,2938,2084a,,NA,NA,NA,Site4,Block17,Plot17a,2084,a,adult,0,13.7,01/10/2018,NA,NA,1,1,1,1,1,,NA,NA,13.7,0,0,07/07/2023,WG,16.3,0,NA,NA,NA,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,1,NA
2986,2939,2085a,Dipterocarpaceae,Shorea,parvifolia,Shorea parvifolia,Site4,Block17,Plot17a,2085,a,adult,0,21.9,01/10/2018,NA,NA,0,0,0,0,0,,NA,NA,21.9,0,0,07/07/2023,WG,25.8,0,NA,NA,NA,0,0,0,0,0,0,,0,0,0,0,NA,,0,,1,0,NA
2987,2940,2086a,Dipterocarpaceae,Dipterocarpus,caudiferus,Dipterocarpus caudiferus,Site4,Block17,Plot17a,2086,a,adult,0,43.4,01/10/2018,NA,NA,0,0,0,0,0,,NA,NA,43.4,0,0,07/07/2023,WG,47.7,0,NA,NA,NA,0,0,0,0,0,0,,0,0,0,0,NA,,0,,1,0,NA
2988,2941,2087a,Sapindaceae,Dimocarpus,longan,Dimocarpus longan,Site4,Block17,Plot17a,2087,a,juvenile,0,2.57,01/10/2018,NA,NA,NA,NA,0,NA,0,,NA,NA,2.57,0,0,07/07/2023,WG,2.55,0,NA,0,NA,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,0,NA
2989,2942,2088a,Dipterocarpaceae,Hopea,nervosa,Hopea nervosa,Site4,Block17,Plot17a,2088,a,juvenile,0,3.75,01/10/2018,NA,NA,NA,NA,0,NA,0,,NA,NA,3.75,0,0,07/07/2023,WG,3.85,0,NA,0,NA,0,0,0,0,0,0,,0,0,0,0,NA,,0,,1,0,NA
2990,2943,2089a,Euphorbiaceae,Hancea,penangensis,Hancea penangensis,Site4,Block17,Plot17a,2089,a,juvenile,0,1.48,01/10/2018,NA,NA,NA,NA,0,NA,0,,NA,NA,1.48,0,0,07/07/2023,WG,1.49,0,NA,0,NA,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,0,NA
2991,2944,208a,Euphorbiaceae,Mallotus,wrayi,Mallotus wrayi,Site4,Block20,Plot20e,208,a,juvenile,0,3.67,01/10/2018,NA,NA,NA,NA,1,NA,1,,NA,NA,3.67,1,60,30/06/2023,Unknown,3.5,1,NA,1,NA,0,0,0,0,0,0,,0,0,0,0,NA,,1,dead,0,1,1
2992,2945,2090a,Euphorbiaceae,Dimorphocalyx,murinus,Dimorphocalyx murinus,Site4,Block17,Plot17a,2090,a,juvenile,0,5.8,01/10/2018,NA,NA,NA,NA,1,NA,1,,NA,NA,5.8,0,0,07/07/2023,WG,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,dead,0,0,0,0,NA,,0,,0,1,NA
2993,2946,2091a,Euphorbiaceae,Dimorphocalyx,murinus,Dimorphocalyx murinus,Site4,Block17,Plot17a,2091,a,juvenile,0,1.26,01/10/2018,NA,NA,NA,NA,0,NA,0,,NA,NA,1.26,0,0,07/07/2023,WG,1.25,0,NA,0,NA,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,0,NA
2994,2947,2092a,Phyllanthaceae,Aporosa,grandistipula,Aporosa grandistipula,Site4,Block17,Plot17a,2092,a,juvenile,0,2.84,01/10/2018,NA,NA,NA,NA,0,NA,0,,NA,NA,2.84,0,0,07/07/2023,WG,3.2,0,NA,0,NA,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,0,NA
2995,2948,2093a,Phyllanthaceae,Aporosa,grandistipula,Aporosa grandistipula,Site4,Block17,Plot17a,2093,a,juvenile,0,1.16,01/10/2018,NA,NA,NA,NA,0,NA,0,,NA,NA,1.16,0,0,07/07/2023,WG,1.19,0,NA,0,NA,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,0,NA
